# 预测结果数据
# 注意: PINN问题，无δ参数
# 列: x, y, ux_pred, uy_pred, Sxx_pred, Syy_pred, Sxy_pred, ux_true, uy_true, Sxx_true, Syy_true, Sxy_true
3.745404e-01	9.507134e-01	-1.115500e-01	7.530016e-01	1.806689e+00	5.671878e+00	1.587023e+00	-1.087348e-01	7.543164e-01	1.799369e+00	5.660213e+00	1.587057e+00
7.319934e-01	5.986583e-01	-1.085830e-01	9.711930e-02	1.250718e+01	7.190527e+00	-6.983177e-02	-1.075180e-01	9.581394e-02	1.253127e+01	7.225921e+00	-8.028238e-02
1.560193e-01	1.559952e-01	2.625572e-01	8.668602e-04	-4.916274e+00	-2.430063e+00	7.780205e-01	2.620686e-01	2.787676e-04	-4.906121e+00	-2.442338e+00	7.724608e-01
5.808449e-02	8.661754e-01	3.835589e-01	9.945151e-02	-1.366416e+00	-4.423037e-03	-4.808817e-01	3.812653e-01	1.021458e-01	-1.358840e+00	2.814454e-02	-4.700568e-01
6.011148e-01	7.080722e-01	-6.400626e-01	2.399272e-01	7.254812e+00	5.627535e+00	6.758044e-01	-6.389560e-01	2.387917e-01	7.269010e+00	5.657958e+00	6.455064e-01
2.058545e-02	9.699089e-01	1.021224e-01	5.223003e-02	2.741748e-02	3.312323e-01	-8.608207e-02	9.360462e-02	5.719147e-02	8.286774e-02	3.952288e-01	-1.635340e-01
8.324420e-01	2.123397e-01	3.064197e-01	-4.520863e-04	6.775540e+00	3.402217e+00	6.094230e-01	3.063435e-01	1.021396e-03	6.774075e+00	3.415899e+00	6.082752e-01
1.818256e-01	1.834051e-01	2.264428e-01	1.629919e-03	-6.220192e+00	-3.064840e+00	5.479894e-01	2.263067e-01	6.117451e-04	-6.214598e+00	-3.087286e+00	5.486190e-01
3.042426e-01	5.247564e-01	-3.344805e-01	6.076929e-02	-1.131401e+01	-4.933145e+00	1.054898e-01	-3.332465e-01	6.193493e-02	-1.133567e+01	-4.959680e+00	1.095152e-01
4.319452e-01	2.912295e-01	-7.229983e-01	7.335573e-03	-4.030470e+00	-1.863990e+00	-8.839194e-01	-7.211610e-01	7.029740e-03	-4.033360e+00	-1.871851e+00	-8.693023e-01
6.118526e-01	1.394946e-01	-3.261187e-01	-8.232892e-04	3.465862e+00	1.738489e+00	-1.086011e+00	-3.237905e-01	3.555049e-04	3.456816e+00	1.743699e+00	-1.085523e+00
2.921451e-01	3.663621e-01	-2.399441e-01	1.503780e-02	-1.091067e+01	-5.200832e+00	-1.543445e-01	-2.389925e-01	1.430899e-02	-1.091885e+01	-5.225082e+00	-1.503799e-01
4.560701e-01	7.851754e-01	-6.022397e-01	3.756003e-01	-2.342035e-01	2.773878e+00	1.272941e+00	-6.011620e-01	3.764589e-01	-2.219563e-01	2.765772e+00	1.262148e+00
1.996744e-01	5.142344e-01	3.087827e-01	3.977206e-02	-1.158795e+01	-5.295899e+00	6.592554e-02	3.106512e-01	4.104414e-02	-1.161215e+01	-5.327182e+00	6.709325e-02
5.924144e-01	4.645132e-02	-1.223798e-01	-7.480085e-04	1.018672e+00	5.034874e-01	-1.303363e+00	-1.215808e-01	4.460933e-06	1.002805e+00	5.019785e-01	-1.299389e+00
6.075446e-01	1.705248e-01	-4.008981e-01	-3.022254e-04	4.037304e+00	2.037023e+00	-1.053749e+00	-3.982889e-01	7.977670e-04	4.030814e+00	2.043477e+00	-1.054355e+00
6.505246e-02	9.488847e-01	1.517860e-01	1.604826e-01	-1.991831e-01	9.503649e-01	-1.562287e-01	1.467226e-01	1.645280e-01	-1.050287e-01	9.878315e-01	-1.759301e-01
9.656311e-01	8.083968e-01	5.564906e-01	4.698338e-02	1.738640e+00	1.178686e+00	-1.949590e+00	5.530906e-01	4.602240e-02	1.752394e+00	1.217780e+00	-1.931573e+00
3.046142e-01	9.767291e-02	-1.024755e-01	8.118451e-04	-3.576471e+00	-1.763378e+00	-5.099739e-01	-1.016285e-01	7.439758e-05	-3.571404e+00	-1.781132e+00	-5.037351e-01
6.842327e-01	4.401526e-01	-3.944768e-01	3.119346e-02	1.157665e+01	6.195353e+00	-1.576242e-01	-3.944913e-01	3.141993e-02	1.159137e+01	6.223989e+00	-1.501493e-01
1.220390e-01	4.951769e-01	7.181093e-01	2.159920e-02	-8.514519e+00	-3.963764e+00	1.021575e-01	7.200564e-01	2.249043e-02	-8.536245e+00	-3.995609e+00	1.047240e-01
3.438945e-02	9.093196e-01	2.778792e-01	7.052651e-02	-4.651113e-01	1.968665e-01	-4.075320e-01	2.745078e-01	7.372182e-02	-4.328924e-01	2.699955e-01	-4.047379e-01
2.587804e-01	6.625219e-01	-4.883841e-02	1.363089e-01	-1.010668e+01	-3.761540e+00	2.593023e-01	-4.810870e-02	1.399398e-01	-1.010211e+01	-3.783720e+00	2.503399e-01
3.117115e-01	5.200680e-01	-3.785756e-01	5.963567e-02	-1.112136e+01	-4.844602e+00	9.793729e-02	-3.773502e-01	6.072479e-02	-1.114333e+01	-4.871087e+00	1.014967e-01
5.467101e-01	1.848551e-01	-5.282025e-01	8.264482e-04	2.024485e+00	1.050480e+00	-1.266073e+00	-5.251826e-01	1.155135e-03	2.019512e+00	1.047249e+00	-1.257389e+00
9.695837e-01	7.751323e-01	6.401233e-01	3.551514e-02	1.714342e+00	1.086614e+00	-1.754956e+00	6.373137e-01	3.444274e-02	1.727203e+00	1.130209e+00	-1.737578e+00
9.394981e-01	8.948266e-01	3.058288e-01	1.218863e-01	2.058265e+00	1.843786e+00	-2.387838e+00	3.012716e-01	1.211313e-01	2.054243e+00	1.839333e+00	-2.368727e+00
5.978998e-01	9.218734e-01	-1.997271e-01	6.898227e-01	4.737637e+00	6.853352e+00	8.906443e-01	-1.984464e-01	6.883543e-01	4.748776e+00	6.854533e+00	9.009725e-01
8.849332e-02	1.959835e-01	4.918591e-01	5.269945e-04	-3.836609e+00	-1.909540e+00	1.099433e+00	4.905326e-01	4.048826e-04	-3.822295e+00	-1.898752e+00	1.091408e+00
4.522819e-02	3.253307e-01	8.188929e-01	2.084076e-04	-2.985237e+00	-1.458154e+00	8.243475e-01	8.189636e-01	1.586342e-03	-2.986432e+00	-1.463959e+00	8.039042e-01
3.886775e-01	2.713495e-01	-5.779124e-01	5.706817e-03	-6.015631e+00	-2.877253e+00	-7.970879e-01	-5.761178e-01	5.093273e-03	-6.016160e+00	-2.895459e+00	-7.881214e-01
8.287368e-01	3.567536e-01	4.276612e-01	7.781267e-03	1.004886e+01	5.127290e+00	3.111677e-01	4.275130e-01	8.300948e-03	1.005164e+01	5.165427e+00	3.025572e-01
2.809350e-01	5.426960e-01	-1.927373e-01	6.547061e-02	-1.170513e+01	-5.094962e+00	1.228116e-01	-1.914136e-01	6.699752e-02	-1.172518e+01	-5.121870e+00	1.271160e-01
1.409249e-01	8.021964e-01	3.703086e-01	1.734746e-01	-4.785804e+00	-1.075592e+00	-2.283673e-01	3.684880e-01	1.774104e-01	-4.779461e+00	-1.062795e+00	-2.205715e-01
7.455149e-02	9.868859e-01	4.411173e-02	2.169963e-01	5.110394e-01	1.656662e+00	8.847824e-02	3.675085e-02	2.201386e-01	6.585810e-01	1.667674e+00	4.891992e-02
7.722442e-01	1.987163e-01	8.072037e-02	-1.189977e-03	7.295869e+00	3.658167e+00	1.707797e-01	8.142930e-02	1.022921e-03	7.294232e+00	3.678002e+00	1.757042e-01
5.523106e-03	8.154608e-01	5.476117e-01	1.013568e-02	-1.962934e-01	-1.141650e-01	-6.596098e-01	5.474824e-01	7.672269e-03	-2.012118e-01	-4.415485e-02	-6.188477e-01
7.068569e-01	7.290067e-01	-2.016811e-01	2.279859e-01	1.034541e+01	7.011792e+00	1.080433e-02	-2.014073e-01	2.248697e-01	1.034074e+01	7.021134e+00	8.722901e-03
7.712698e-01	7.404550e-02	3.150225e-02	-9.037852e-04	2.886846e+00	1.419315e+00	2.071364e-01	3.071672e-02	1.978919e-05	2.872145e+00	1.437676e+00	2.036274e-01
